quote,author
"“What could be more futile, more insane, than to create inner resistance to something that already is? What could be more insane than to oppose life itself, which is now and always now? Surrender to what is. Say “yes” to life — and see how life suddenly starts working for you rather than against you.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The more consciousness you bring into the body, the stronger the immune system, becomes. It is as if every cell awakens and rejoices.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“la mente es un instrumento magnífico si se usa correctamente. Utilizada en forma inadecuada, sin embargo, se vuelve muy destructiva. Para decirlo en forma más exacta, no es tanto que usted la utilice inadecuadamente, generalmente usted no la utiliza en absoluto. Ella lo utiliza a usted. Esa es la enfermedad. Usted cree que usted es su mente. Ese es el engaño. El instrumento se ha apoderado de usted.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Acute crises and dysfunction always precede or coincide with any evolutionary advancement or gain in consciousness. All life-forms need obstacles and challenges in order to evolve. In the case of the ego, most of the challenges it encounters are self-created through its unconscious patterns. Eventually, the ego brings about its own demise. In that sense, it can be considered a necessary precursor for the next stage in human evolution, which is the awakening of consciousness.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“There is nothing wrong with psychoanalysis or finding out about your past as long as you don’t confuse knowing about yourself with knowing yourself.”,"Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“Once you have identified with some form of negativity, you do not want to let go, and on a deeply unconscious level, you do not want positive change. It”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The more you make your thoughts and beliefs into your identity, the more cut off you are from the spiritual dimension within yourself.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The eternal, the infinite, and unnameable was reduced to a mental idol that you had to believe in and worship as “my god” or “our god.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“This, too, will pass...”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Spiritual realization is to see clearly that what I perceive, experience, think, or feel is ultimately not who I am, that I cannot find myself in all those things that continuously pass away. The”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Or when you get into your car, after you close the door, pause for a few seconds and observe the flow of your breath. Become aware of a silent but powerful sense of presence. There is one certain criterion by which you can measure your success in this practice: the degree of peace that you feel within.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The greater part of human pain is unnecessary. It is self-created as long as the unobserved mind runs your life. The pain that you create now is always some form of nonacceptance, some form of unconscious resistance to what is. On the level of thought, the resistance is some form of judgment. On the emotional level, it is some form of negativity. The intensity of the pain depends on the degree of resistance to the present moment, and this in turn depends on how strongly you are identified with your mind.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“how “spiritual” you are has nothing to do with what you believe but everything to do with your state of consciousness. This, in turn, determines how you act in the world and interact with others.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“What is more, the role-playing identity remains in place long after the need for those particular functions has passed. Parents then cannot let go of being a parent even when the child grows into an adult. They can’t let go of the need to be needed by their child. Even when the adult child is forty years old, parents can’t let go of the notion “I know what’s best for you.” The role of parent is still being played compulsively, and so there is no authentic relationship. Parents define themselves by that role and are unconsciously afraid of loss of identity when they cease being parents. If their desire to control or influence the actions of their adult child is thwarted—as it usually is—they will start to criticize or show their disapproval, or try to make the child feel guilty, all in an unconscious attempt to preserve their role, their identity. On the surface it looks as if they were concerned about their child, and they themselves believe it, but they are only really concerned about preserving their role-identity.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“there must be two of me: the ‘I’ and the ‘self’ that ‘I’ cannot live with.” “Maybe,” I thought, “only one of them is real.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“To offer no resistance to life is to be in a state of grace, ease, and lightness. This state is then no longer dependent upon things being in a certain way, good or bad.”","Eckhart Tolle Quotes,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The moment you realize you are not present, you are present.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“So who is the experiencer? You are. And who are you? Consciousness. And what is consciousness? This question cannot be answered. The moment you answer it, you have falsified it, made it into another object. Consciousness, the traditional word for which is spirit, cannot be known in the normal sense of the word, and seeking it is futile.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
